Feature,HR_PC1,HR_PC2,HR_PC3,HR_PC4,HR_PC5,HR_PC6,HR_PC7,HR_PC8,HR_PC9,HR_PC10,HR_PC11,HR_PC12,HR_PC13,HR_PC14,HR_PC15,HR_PC16,HR_PC17
REST_LF_abs_FFT_log,0.19272649329327196,0.061111848163354736,0.23000010310788724,-0.03809245564267188,-0.010029579731851899,-0.25248425323017365,0.05255512604507678,-0.14655614793425928,-0.034622376278703154,0.11383798407608459,-0.16168005001826707,0.02988337736701433,-0.004559094400917273,-0.009172217675748625,-0.02740072404332441,-0.041602884273365726,0.024822735737108248
REST_HF_abs_FFT_log,0.19886762766177685,0.10705669616038507,0.18708157690273386,-0.17024957698704976,-0.056264404689956256,-0.155425448643217,-0.05358026872833808,-0.04367421405477144,-0.07915446081827791,0.11565692687594475,-0.07303093936365057,0.01102693332381691,0.022026392140589893,-0.003113870070426507,-0.06629495112921713,-0.03116467229790578,0.020650047804211258
REST_LF_HF_ratio_FFT,-0.0896373772059997,-0.15796458744024372,-0.03050603585996279,0.2877787410408569,-0.004298427336149697,-0.1375759266715837,0.2859771268858626,-0.19914858676848443,0.05115921157724082,-0.015112199293498212,-0.08396400780362906,0.07666045687173632,-0.25140445840388725,-0.04254696685727365,0.20826586598584323,-0.35192382793519916,-0.048726933817872145
REST_Total_power_FFT_log,0.19192552433446708,0.06825283451849223,0.22379171690054,-0.06743522249015159,-0.006617776952151192,-0.2783554139267012,-0.004135435635705894,-0.0969945220833408,-0.11159496300702147,0.1358160232853878,-0.1023906370621654,0.016035004034009676,-0.0016646826980145494,0.009720181962613643,-0.0710445427630659,-0.0503485001991599,0.008486744710749342
REST_LF_nu_FFT,-0.1141091533107058,-0.09365440158056233,0.034809054077314994,0.3744376632581495,0.2173542787558817,-0.2672831355599659,0.1454809749863578,-0.16054984277501405,0.0058523142632440515,-0.02512109105876821,-0.08614460618395896,0.012374685512562163,-0.018241774339066288,0.013997738091875083,-0.015933736095328443,0.048769812166683864,0.016973566265082517
REST_HF_nu_FFT,0.1266696135557682,0.0884333007902012,-0.018925223127154986,-0.36262314035612964,-0.17848942097427722,0.16077189254140392,-0.20451176944764896,0.19998740331134873,-0.11314463525170851,0.06359778426286901,0.1379250618157267,-0.028576379570231184,0.03402915849139405,0.00030408794569604597,-0.04095363548426442,-0.06280282313524148,-0.043621738661991934
REST_SD1_ms_log,0.19364974704338825,0.1248009961816012,0.19292409849161365,-0.16700592674229786,-0.07101500404636855,-0.08361690523338294,0.02316536001073794,-0.08536824027103167,0.012153123860900082,-0.007097599121815508,-0.08038380222207142,0.04153986366276876,-0.022299619867567552,-0.0450022027226178,0.07759260403018017,0.04653926184728987,-0.023228527732546484
REST_SD2_ms_log,0.21111815881696044,-0.16674784173996476,0.08275853891820957,-0.06347399773098311,-0.07071664233159275,-0.054427537652044874,0.13499012440605154,0.03454576011835894,0.03502483381612877,0.06609126761383094,-0.10903808000193957,0.07640978984396958,0.01238539314572961,-0.03627756541377273,0.10237153071982252,0.0064308129263450885,-0.05329050431200599
REST_SampEn,-0.03621375834941458,-0.08112680200231162,0.18369787700325807,0.16865570527314927,0.4259911608978887,-0.11728363290516598,-0.2390105512001863,0.19342206839935583,-0.20886007015757374,-0.04270774291853689,0.17096514846039298,-0.1190561826220296,0.16444791473838086,0.14993478601439222,0.10244296649552329,0.1620725742483951,0.08889866352677477
REST_DFA_alpha1,-0.12701191924498922,0.28862700163793087,0.06935973045906992,0.03270458611786009,-0.027679156016782,0.09628234294396823,0.07774545021601355,-0.04267594485687645,0.11188325028857875,-0.08756121082264424,-0.07629626929337267,0.008656509770679518,-0.03984396074977826,-0.04997405247209963,-0.005720146820005531,0.03932578401710966,0.11442176535969698
nabla_h_ex,0.04888278751914562,-0.0066606347636769085,0.1449954157269204,0.022565730418678317,-0.02237338720471493,0.1351387385595025,0.1641564891184309,-0.14670180771139438,-0.11709665715426024,0.07970528690844127,0.631424497722176,0.5819441775445667,-0.29225002232097547,-0.07324544684943511,-0.06398178059311152,0.08883548153956537,-0.05960628927160229
nabla_h_rest,-0.01696914064383095,0.015115917660699205,-0.01492391698622571,0.12619248570350086,0.11385884041645805,0.04638318910346256,-0.15561049907067317,-0.06166374034298656,0.49324164451420327,0.7465728919815989,0.0699875558855319,0.1119223795861958,0.21983635841473195,0.06626829295756957,-0.06520846920947389,-0.009980604078976522,0.07156441059179593
GLOBAL_EX_RMSSD_ms_log,0.1745065736747641,-0.11133853945823992,-0.09556363993870622,-0.038226474448513174,-0.07603425904417432,0.12416477445367041,0.26765888269445726,-0.0031729511630779013,0.2502650158717305,-0.1317670796021906,0.23804304097457524,-0.23100986599464335,0.112297397915893,0.03058160986846541,-0.12728305879114118,-0.012149990343235311,-0.012833342008012996
GLOBAL_EX_SDNN_ms_log,0.13894289320555547,0.08129635192791845,0.07141121875581098,0.11050126768629344,0.13189222591194066,-0.32002589496895767,0.0690331955692491,-0.03336920222527336,-0.07700153254364454,-0.08480500412942543,0.4353763109138777,-0.30779499270932537,0.11745186581930825,0.07226101296021453,-0.393900785776936,-0.05309050924293146,-0.014117203914119872
GLOBAL_REST_RMSSD_ms_log,0.19107913435810575,-0.19196888771190176,0.004014535359838901,-0.05294938622430223,0.009815955859334376,-0.07229311542892188,0.15621300657526552,0.028181570756175462,0.1467259481142682,-0.009759860249141415,0.14160531259996567,-0.18107695691490217,0.022797840553811576,0.137888646216208,0.0768870574115349,0.05156139045373426,-0.061831709050543714
GLOBAL_REST_SDNN_ms_log,0.13629782619536157,0.11014903735743294,0.11882961476088304,-0.09459384466024752,-0.058327883080984626,0.1200106042156708,0.2882633779175578,-0.1790042390895479,0.4218978624071892,-0.15233343441701097,0.08597840019373544,-0.25500067404502536,-0.02429995471573408,0.15266875541130737,0.15882572023713906,0.13091144875417224,0.07186519731562367
GLOBAL_nabla_h_ex,-0.013671826736924304,-0.004121688965125966,0.03582124640914249,0.0055670617671389365,0.04238584240705238,0.3461196108883044,0.39377459473350945,-0.26841637756029096,-0.38824611474077636,0.05413564638880086,-0.08944062233770242,0.09588568083824386,0.6525970633925122,-0.0005489981992177918,-0.061049338034311576,-0.11038186850291981,0.08499036033627216
GLOBAL_nabla_h_rest,0.03189926063573712,-0.0027792970511083676,-0.029978849328268053,0.048880244345282875,-0.19409277092328633,-0.2851633780096859,-0.2041879567379912,0.07320479688450088,0.3199543141335406,-0.45038774050617675,0.050858206353496575,0.4922628122133498,0.4268857305970127,0.2018440324582839,0.04669678614305324,-0.1721522755558686,0.06481332465260646
